synsetId	ili	partOfSpeech	lexfile	members	definition	exampleCount
awn4-10407891-n	i91802	n			متسابق (إنسان أو حيوان) لا يُعتقد أن لديه فرصة جيدة للفوز	0
awn4-10408020-n	i91803	n			طالب يحقق معايير أعلى مما يشير إليه معدل ذكائه	0
awn4-10408139-n	i91804	n			شخص لديه سلطة عامة على الآخرين	0
awn4-10408346-n	i91805	n			ضيف يقيم لليلة واحدة	0
awn4-10408431-n	i91806	n			شخص يوجه ويدير منظمة	0
awn4-10408623-n	i91807	n			شخص يمتلك (هو الحائز القانوني) لعمل تجاري	1
awn4-10409097-n	i91808	n			شخص يمتلك شيئاً ما	2
awn4-10409459-n	i91809	n			سائق سيارة يمتلك السيارة التي يقودها	0
awn4-10409564-n	i91810	n			ساكن يملك المنزل الذي يعيش فيه	0
awn4-10409675-n	i91811	n			مشرف ياباني	0
awn4-10409749-n	i91812	n			مراهق مكسيكي أمريكي ينتمي إلى عصابة الحي ويرتدي ملابس مبهرجة	0
awn4-10409898-n	i91813	n			شخص يعارض العنف كوسيلة لتسوية النزاعات	0
awn4-10410126-n	i91814	n			عامل يعمل لتعبئة الأشياء في حاويات	0
awn4-10410299-n	i91815	n			جامع لأشياء متنوعة عديمة الفائدة	0
awn4-10410397-n	i91816	n			صاحب عمل يستغل المهاجرين الإيطاليين في الولايات المتحدة	0
awn4-10410506-n	i91817	n			مالك أو صاحب نُزل في إيطاليا	0
awn4-10410601-n	i91818	n			شخص يتبع ديانة متعددة الآلهة أو سابقة للمسيحية (ليس مسيحياً أو مسلماً أو يهودياً)	0
awn4-10410785-n	i91819	n			في العصور الوسطى، شاب يعمل كمرافق لفارس كأول مرحلة في التدريب للفروسية	0
awn4-10410947-n	i91820	n			مرافق شاب في الوظائف الرسمية أو الاحتفالات مثل الوظائف التشريعية وحفلات الزفاف	0
awn4-10411115-n	i91821	n			صبي موظف لتنفيذ المراسلات	0
awn4-10411352-n	i91823	n			فنان يمارس الرسم (بالألوان)	0
awn4-10413608-n	i91824	n			عامل يُوظف لطلاء الأشياء	0
awn4-10413840-n	i91825	n			(العصور الوسطى) سيد بلاط يمارس سلطات سيادية على أراضيه	0
awn4-10414028-n	i91826	n			أي من المسؤولين المهمين المختلفين في روما القديمة	0
awn4-10414133-n	i91827	n			فرد من الشعوب الأمريكية القديمة التي كانت أول سكان بشريين لأمريكا الشمالية والجنوبية خلال أواخر العصر البليستوسيني	0
awn4-10414372-n	i91828	n			عالم آثار ماهر في علم الخطاطة القديمة	0
awn4-10414485-n	i91829	n			متخصص في علم الحفريات	0
awn4-10414772-n	i91830	n			أحد المشيعين الذين يحملون النعش في الجنازة	0
awn4-10414908-n	i91831	n			عراف يتنبأ بمستقبلك من خلال الخطوط الموجودة على راحة يدك	0
awn4-10415089-n	i91832	n			شخص يدلل أو يفسد بالتدليل المفرط	0
awn4-10415304-n	i91833	n			كاتب للمنشورات أو الكراسات (يتخذ عادة موقفاً حزبياً حول القضايا العامة)	0
awn4-10415527-n	i91834	n			اللاما الذي يلي الدالاي لاما في الرتبة	0
awn4-10415625-n	i91835	n			شخص يخدم أو يلبي المشاعر أو الخطط المبتذلة للآخرين (خاصة من أجل كسب المال)	0
awn4-10415805-n	i91836	n			عضو في لجنة تحكيم أو نقاش	0
awn4-10416036-n	i91837	n			متسول يقترب من الغرباء طالباً المال	0
awn4-10416161-n	i91838	n			شخص يشارك في (أو منفتح على) أنشطة جنسية من أنواع متعددة	0
awn4-10416293-n	i91839	n			شخص يعتقد أن الله والكون هما الشيء نفسه	0
awn4-10416426-n	i91840	n			مصور مستقل يلاحق المشاهير لمحاولة التقاط صور صريحة لهم لبيعها للصحف أو المجلات	0
awn4-10416607-n	i91841	n			صبي يبيع أو يوصل الصحف	0
awn4-10416700-n	i91842	n			شخص مهنته تزيين الجدران بورق الحائط	0
awn4-10416841-n	i91843	n			شخص يمرر شيكات بدون رصيد أو نقود ورقية مزيفة	0
awn4-10416974-n	i91844	n			كاتب أو بيروقراطي يقوم بالأعمال الورقية	0
awn4-10417091-n	i91845	n			رضيع من الهنود الحمر	0
awn4-10417181-n	i91846	n			شخص يقفز من الطائرة باستخدام مظلة	0
awn4-10417393-n	i91847	n			كاتب فقرات قصيرة (عادة للنشر في الصفحة الافتتاحية للصحيفة)	0
awn4-10417585-n	i91848	n			شخص ذو تدريب متخصص يساعد المحامين	0
awn4-10417732-n	i91849	n			شخص يعاني من الشلل	0
awn4-10417875-n	i91850	n			شخص مدرب لمساعدة المهنيين الطبيين وتقديم العلاج الطبي الطارئ	0
awn4-10418069-n	i91851	n			شخص مصاب بالبارانويا (الارتياب)	0
awn4-10418186-n	i91852	n			شخص يعاني من شلل نصفي سفلي (مشلول من الخصر إلى الأسفل)	0
awn4-10418323-n	i91853	n			عامل مدرب ليس عضواً في مهنة ولكنه يساعد محترفاً	0
awn4-10418505-n	i91854	n			شخص يدرس الأدلة على الظواهر النفسية مثل التحريك النفسي والتخاطر والاستبصار	0
awn4-10418718-n	i91855	n			جندي في قوات المظلات	0
awn4-10418829-n	i91856	n			رجل دين من العصور الوسطى كان يجمع المال للكنيسة عن طريق بيع صكوك الغفران البابوية	0
awn4-10418998-n	i91857	n			شخص يعفو أو يغفر أو يسامح عن خطأ أو جريمة	0
awn4-10419190-n	i91858	n			أب أو أم؛ الشخص الذي ينجب أو يلد أو يرعى ويربي طفلاً؛ قريب يلعب دور الوصي	0
awn4-10419594-n	i91859	n			أخصائي تقليم أظافر يقلم الأظافر	0
awn4-10419702-n	i91860	n			شخص مصاب بالخزل (شلل جزئي)	0
awn4-10419807-n	i91861	n			عضو في رعية	0
awn4-10419904-n	i91862	n			مفوض مسؤول عن الحدائق العامة	0
awn4-10420008-n	i91863	n			خبير في القواعد والإجراءات البرلمانية	0
awn4-10420136-n	i91864	n			عضو منتخب في البرلمان البريطاني: عضو في مجلس العموم	0
awn4-10420317-n	i91865	n			شخص يُوظف لرعاية شؤون الشركات التي تتأثر بتشريعات البرلمان البريطاني	0
awn4-10420525-n	i91866	n			خادمة في منزل خاص واجباتها العناية بغرفة الاستقبال والمائدة وفتح الباب	0
awn4-10420697-n	i91867	n			شخص يقلد الأسلوب الأدبي أو الموسيقي بغرض التأثير الكوميدي الساخر	0
awn4-10420903-n	i91868	n			شخص يقتل والده أو والدته	0
awn4-10421030-n	i91869	n			مقلد يردد ما يسمعه دون فهم الكلمات أو الأفعال التي يتم تقليدها	0
awn4-10421167-n	i91870	n			عضو في طائفة توحيدية من أصل زرادشتي؛ تنحدر من الفرس؛ وتوجد الآن في غرب الهند	0
awn4-10421338-n	i91871	n			شخص يمتلك أو يعطي أو يتلقى جزءاً أو حصة	0
awn4-10421528-n	i91872	n			شخص يشارك في نشاط ما	1
awn4-10421831-n	i91873	n			مؤيد متحمس وحتى متشدد لشيء ما	0
awn4-10422030-n	i91874	n			مدافع عن تقسيم البلد	0
awn4-10422162-n	i91875	n			شخص عضو في شراكة	0
awn4-10422348-n	i91876	n			شخص يمتلك شيئاً مشتركاً مع الآخرين	0
awn4-10422454-n	i91877	n			شخص يعمل أقل من الوقت المعتاد أو القياسي	0
awn4-10422569-n	i91878	n			شخص مشارك في إجراءات قانونية	1
awn4-10422907-n	i91879	n			زعيم في حزب سياسي يسيطر على الأصوات ويملي التعيينات	1
awn4-10423111-n	i91880	n			شابة جذابة يتم استئجارها لحضور الحفلات وتسليط الضوء على الرجال	0
awn4-10423235-n	i91881	n			شخص يحضر حفلة	1
awn4-10423378-n	i91882	n			عضو في حزب سياسي يتبع بدقة الخط الحزبي	0
awn4-10423513-n	i91883	n			سلطة مدنية أو عسكرية في تركيا أو مصر	0
awn4-10423621-n	i91884	n			مسافر يركب في مركبة (قارب أو حافلة أو سيارة أو طائرة أو قطار إلخ) ولا يقوم بتشغيلها	0
awn4-10423987-n	i91885	n			(في كرة القدم الأمريكية) حامل الكرة الذي يحاول كسب الأرض عن طريق رمي تمريرة أمامية	0
awn4-10424171-n	i91886	n			طالب يجتاز امتحانًا	0
awn4-10424295-n	i91887	n			شخص يجتاز كعضو في مجموعة عرقية أو إثنية مختلفة	0
awn4-10424417-n	i91888	n			شخص يمر بشكل عارض أو بالصدفة	0
awn4-10424555-n	i91889	n			مخبر غير مكلف بالحصول على استخبارات محددة ولكنه يمرر بشكل روتيني أي معلومات لديه	0
awn4-10424743-n	i91890	n			عامل يقوم باللصق	0
awn4-10424852-n	i91891	n			شخص لديه خبرة طويلة وشاملة في نشاط معين	0
awn4-10424974-n	i91892	n			شخص كان معلماً أو سيداً للحرفة في السابق	0
awn4-10425065-n	i91893	n			طاهٍ متخصص في المعجنات	0
awn4-10425155-n	i91894	n			المخترع الذي تُصدر له براءة اختراع	0
awn4-10425285-n	i91895	n			استخدام غير رسمي للكلمة اللاتينية للأب؛ يستخدم أحياناً من قبل تلاميذ المدارس البريطانيين أو يستخدم على سبيل المزاح	0
awn4-10425439-n	i91896	n			شخص يحتاج إلى رعاية طبية	1
awn4-10425817-n	i91897	n			شخص لديه الحق في أن يعتبر مواطناً بريطانياً قانونياً (بحكم ولادة أحد الوالدين أو الأجداد)	0
awn4-10426011-n	i91898	n			رجل أكبر سناً وأعلى رتبة منك	0
awn4-10426136-n	i91899	n			أي من الشخصيات التوراتية المبكرة التي تعتبر آباء للجنس البشري	0
awn4-10426510-n	i91900	n			الرئيس الذكر للأسرة أو القبيلة	0
awn4-10426650-n	i91901	n			لقب لرؤساء الكنائس الأرثوذكسية الشرقية (في إسطنبول والإسكندرية وموسكو والقدس)	0
awn4-10426850-n	i91902	n			شخص ذو تربية وأخلاق راقية	0
awn4-10426966-n	i91903	n			شخص يقتل والده	0
awn4-10427055-n	i91904	n			شخص يحب وطنه ويدافع عنه	0
awn4-10427297-n	i91905	n			شخص يقوم بمهمة دورية؛ فرد أو عضو في مجموعة تقوم بتمشيط منطقة	0
awn4-10427471-n	i91906	n			زبون منتظم	0
awn4-10427699-n	i91907	n			شخص يدعم أو يناصر شيئاً ما	0
awn4-10428069-n	i91908	n			مالك نُزل	0
awn4-10428183-n	i91909	n			امرأة راعية أو زوجة راعٍ	0
awn4-10428297-n	i91910	n			قديس يعتبر مدافعاً عن جماعة أو أمة معينة	0
awn4-10428554-n	i91911	n			شخص يصنع النماذج (كما في الخياطة أو النجارة أو الأشغال المعدنية)	0
awn4-10428684-n	i91912	n			لاعب شطرنج سيء المهارة	0
awn4-10428756-n	i91913	n			شخص فقير جداً	0
awn4-10428906-n	i91914	n			شخص يرسم على الرصيف بالطباشير الملون (أملاً في الحصول على المال من المارة)	0
awn4-10429067-n	i91915	n			شخص يلمس أو يداعب بطريقة خرقاء أو بوقاحة زائدة	0
awn4-10429204-n	i91916	n			شخص يقرض المال بفائدة مقابل ممتلكات شخصية تودع كضمان	0
awn4-10429379-n	i91917	n			شخص يدفع له المال	0
awn4-10429497-n	i91918	n			شخص يدفع المال مقابل شيء ما	0
awn4-10429780-n	i91919	n			شخص مسؤول عن دفع الأجور	0
awn4-10429870-n	i91920	n			شخص يحافظ على السلام	1
awn4-10429991-n	i91921	n			عضو في قوة عسكرية مكلفة (غالباً بعقوبات دولية) بحفظ السلام في منطقة مضطربة	0
awn4-10430185-n	i91922	n			طفل صغير الحجم بالنسبة لعمره	0
awn4-10430276-n	i91923	n			غواص يبحث عن الرخويات التي تحتوي على اللؤلؤ	0
awn4-10430413-n	i91924	n			شخص من الريف	0
awn4-10430560-n	i91925	n			شخص فظ غير مهذب يفتقر للثقافة أو الرقي	0
awn4-10430741-n	i91926	n			واحد من فئة العمال الزراعيين (خاصة الأوروبيين)	0
awn4-10430908-n	i91927	n			شخص يركب مركبة تعمل بالدواسة (مثل الدراجة)	0
awn4-10431101-n	i91928	n			شخص يولي اهتماماً مفرطاً للقواعد الرسمية والمعرفة الكتبية أكثر مما تستحق	0
awn4-10431296-n	i91929	n			شخص يتجول لبيع بضائعه (كما في الشوارع أو الكرنفالات)	0
awn4-10431612-n	i91930	n			رجل يمارس الجنس مع صبي	0
awn4-10431800-n	i91931	n			شخص يسافر سيرًا على الأقدام	0
awn4-10432299-n	i91932	n			طبيب أسنان متخصص في رعاية أسنان الأطفال	0
awn4-10432414-n	i91933	n			شخص بالغ ينجذب جنسياً للأطفال	0
awn4-10432529-n	i91934	n			عامل يقشر الجلود من الفواكه والخضروات	0
awn4-10432655-n	i91935	n			رجل نبيل أو امرأة نبيلة عضو في طبقة النبلاء البريطانية	0
awn4-10433021-n	i91936	n			نبيل يحق له الجلوس في مجلس اللوردات	0
awn4-10433174-n	i91937	n			رامي المقذوفات	1
