entryId	lemma	partOfSpeech
oewn-shin_splints-n	shin splints	n
oewn-shin-n	shin	n
oewn-shin-v	shin	v
oewn-Shina_language-n	Shina language	n
oewn-Shina-n	Shina	n
oewn-shinbone-n	shinbone	n
oewn-shindig-n		
oewn-shindy-n	shindy	n
oewn-shine_at-v	shine at	v
oewn-shine_up-v	shine up	v
oewn-shine-n	shine	n
oewn-shine-v	shine	v
oewn-shiner-n		
oewn-shingle_oak-n	shingle oak	n
oewn-shingle_tree-n	shingle tree	n
oewn-shingle-n	shingle	n
oewn-shingle-v	shingle	v
oewn-shingler-n	shingler	n
oewn-shingles-n	shingles	n
oewn-shingling-n	shingling	n
oewn-shingly-a	shingly	a
oewn-Shingon-n	Shingon	n
oewn-shininess-n	shininess	n
oewn-shining_clubmoss-n	shining clubmoss	n
oewn-shining_sumac-n	shining sumac	n
oewn-shining_willow-n	shining willow	n
oewn-shining-a		
oewn-shining-n		
oewn-shinleaf-n	shinleaf	n
oewn-shinney-n	shinney	n
oewn-shinny-n	shinny	n
oewn-shinny-v	shinny	v
oewn-shinpad-n	shinpad	n
oewn-shinplaster-n	shinplaster	n
oewn-Shinto-a		
oewn-Shinto-n		
oewn-Shintoism-n	Shintoism	n
oewn-Shintoist-a	Shintoist	a
oewn-Shintoist-n	Shintoist	n
oewn-Shintoistic-a	Shintoistic	a
oewn-shiny_lyonia-n	shiny lyonia	n
oewn-shiny-a		
oewn-ship_biscuit-n	ship biscuit	n
oewn-ship_broker-n	ship broker	n
oewn-ship_builder-n	ship builder	n
oewn-ship_building-n	ship building	n
oewn-ship_canal-n	ship canal	n
oewn-ship_chandler-n	ship chandler	n
oewn-ship_money-n	ship money	n
oewn-ship_of_the_line-n	ship of the line	n
oewn-ship_route-n	ship route	n
oewn-ship-ap-s_bell-n	ship's bell	n
oewn-ship-ap-s_boat-n	ship's boat	n
oewn-ship-ap-s_chandler-n	ship's chandler	n
oewn-ship-ap-s_company-n	ship's company	n
oewn-ship-ap-s_galley-n	ship's galley	n
oewn-ship-ap-s_officer-n	ship's officer	n
oewn-ship-ap-s_papers-n	ship's papers	n
oewn-ship-breaker-n	ship-breaker	n
oewn-ship-n	ship	n
oewn-ship-towed_long-range_acoustic_detection_system-n	ship-towed long-range acoustic detection system	n
oewn-ship-v	ship	v
oewn-shipboard_duty-n	shipboard duty	n
oewn-shipboard_soldier-n	shipboard soldier	n
oewn-shipboard_system-n	shipboard system	n
oewn-shipboard-a	shipboard	a
oewn-shipbuilder-n	shipbuilder	n
oewn-shipbuilding_industry-n	shipbuilding industry	n
oewn-shipbuilding-n	shipbuilding	n
oewn-shipload-n	shipload	n
oewn-shipmate-n	shipmate	n
oewn-shipment-n		
oewn-shipowner-n	shipowner	n
oewn-shipper-n		
oewn-shipping_agent-n	shipping agent	n
oewn-shipping_articles-n	shipping articles	n
oewn-shipping_clerk-n	shipping clerk	n
oewn-shipping_company-n	shipping company	n
oewn-shipping_fever-n	shipping fever	n
oewn-shipping_office-n	shipping office	n
oewn-shipping_pneumonia-n	shipping pneumonia	n
oewn-shipping_room-n	shipping room	n
oewn-shipping-n	shipping	n
oewn-shipshape-a		
oewn-shipside-n	shipside	n
oewn-shipway-n	shipway	n
oewn-shipworm-n		
oewn-shipwreck_survivor-n	shipwreck survivor	n
oewn-shipwreck-n		
oewn-shipwreck-v		
oewn-shipwright-n		
oewn-shipyard-n	shipyard	n
oewn-shire_horse-n	shire horse	n
oewn-shire_town-n	shire town	n
oewn-shire-n		
oewn-shirk-v		
oewn-shirker-n	shirker	n
oewn-shirking-n	shirking	n
oewn-Shirodkar-ap-s_operation-n	Shirodkar's operation	n
oewn-shirr-v		
oewn-shirred_egg-n	shirred egg	n
oewn-shirring-n	shirring	n
oewn-shirt_button-n	shirt button	n
oewn-shirt-n	shirt	n
oewn-shirt-v	shirt	v
oewn-shirtdress-n	shirtdress	n
oewn-shirtfront-n	shirtfront	n
oewn-shirting-n	shirting	n
oewn-shirtlifter-n	shirtlifter	n
oewn-shirtmaker-n	shirtmaker	n
oewn-shirtsleeve-n	shirtsleeve	n
oewn-shirtsleeves-n	shirtsleeves	n
oewn-shirttail-n	shirttail	n
oewn-shirtwaist-n	shirtwaist	n
oewn-shirtwaister-n	shirtwaister	n
oewn-shirty-a		
oewn-shish_kebab-n		
oewn-shisha-n		
oewn-shit-n	shit	n
oewn-shit-v	shit	v
oewn-shite-n	shite	n
oewn-shithead-n		
oewn-shitless-a	shitless	a
oewn-shitlist-n	shitlist	n
oewn-shitpost-n		
oewn-shitstorm-n	shitstorm	n
oewn-shittah_tree-n	shittah tree	n
oewn-shittah-n	shittah	n
oewn-shitter-n	shitter	n
oewn-shittim-n	shittim	n
oewn-shittimwood-n	shittimwood	n
oewn-shittiness-n	shittiness	n
oewn-shitting-n		
oewn-shitty-a		
oewn-shitwork-n	shitwork	n
oewn-shiv-n		
oewn-shiva-n	shiva	n
oewn-shivah-n	shivah	n
oewn-Shivaism-n	Shivaism	n
oewn-Shivaist-n	Shivaist	n
oewn-shivaree-n		
oewn-shiver-n	shiver	n
oewn-shiver-v	shiver	v
oewn-shivering-a	shivering	a
oewn-shivering-n		
oewn-shivery-a	shivery	a
oewn-shlemiel-n	shlemiel	n
oewn-shlep-n		
oewn-shlep-v		
oewn-shlepper-n	shlepper	n
oewn-shlimazel-n	shlimazel	n
oewn-shlock-n	shlock	n
oewn-shlockmeister-n	shlockmeister	n
oewn-shmaltz-n	shmaltz	n
oewn-shmear-n	shmear	n
oewn-shmegegge-n	shmegegge	n
oewn-shmo-n	shmo	n
oewn-shmoose-v	shmoose	v
oewn-shmooze-n	shmooze	n
oewn-shmooze-v	shmooze	v
oewn-shmuck-n	shmuck	n
oewn-shnook-n	shnook	n
oewn-shnorr-v	shnorr	v
oewn-shnorrer-n	shnorrer	n
oewn-shoal-n	shoal	n
oewn-shoal-v	shoal	v
oewn-shoaly-a		
oewn-shoat-n	shoat	n
oewn-shock_absorber-n	shock absorber	n
oewn-shock_therapy-n	shock therapy	n
oewn-shock_treatment-n	shock treatment	n
oewn-shock_troops-n	shock troops	n
oewn-shock_wave-n	shock wave	n
oewn-shock-absorbent-a	shock-absorbent	a
oewn-shock-headed-a	shock-headed	a
oewn-shock-n	shock	n
oewn-shock-v	shock	v
oewn-shockable-a	shockable	a
oewn-shocked-a		
oewn-shocker-n		
oewn-shocking-a		
oewn-shockingly-r	shockingly	r
oewn-shod-a		
oewn-shodden-a	shodden	a
oewn-shoddily-r	shoddily	r
oewn-shoddiness-n	shoddiness	n
oewn-shoddy-a		
oewn-shoddy-n		
oewn-shoe_black-n	shoe black	n
oewn-shoe_bomb-n	shoe bomb	n
oewn-shoe_collar-n	shoe collar	n
oewn-shoe_industry-n	shoe industry	n
oewn-shoe_lace-n	shoe lace	n
oewn-shoe_leather-n	shoe leather	n
oewn-shoe_polish-n	shoe polish	n
oewn-shoe_repairing-n	shoe repairing	n
oewn-shoe_shop-n	shoe shop	n
oewn-shoe_store-n	shoe store	n
oewn-shoe_string-n	shoe string	n
oewn-shoe-n		
oewn-shoe-shop-n	shoe-shop	n
oewn-shoe-v		
oewn-shoebill-n		
oewn-shoebird-n	shoebird	n
oewn-shoeblack_plant-n	shoeblack plant	n
oewn-shoeblack-n	shoeblack	n
oewn-shoebox-n	shoebox	n
oewn-shoed-a	shoed	a
oewn-shoeful-n	shoeful	n
oewn-shoegazing-n		
oewn-shoehorn-n		
oewn-shoehorn-v		
oewn-shoelace-n		
oewn-shoeless-a	shoeless	a
oewn-shoemaker-ap-s_last-n	shoemaker's last	n
oewn-shoemaker-n	shoemaker	n
oewn-shoemaking-n	shoemaking	n
oewn-shoes-n		
oewn-shoeshine-n	shoeshine	n
oewn-shoestring_catch-n	shoestring catch	n
oewn-shoestring_fungus-n	shoestring fungus	n
oewn-shoestring-n	shoestring	n
oewn-shoetree-n	shoetree	n
oewn-shoetree-v	shoetree	v
oewn-shofar-n		
oewn-shogi-n		
oewn-shogun-n		
oewn-shogunate-n	shogunate	n
oewn-shoji-n	shoji	n
oewn-Shona_language-n	Shona language	n
oewn-Shona-a	Shona	a
oewn-Shona-n	Shona	n
oewn-shoo_away-v	shoo away	v
oewn-shoo_fly-n	shoo fly	n
oewn-shoo_off-v	shoo off	v
oewn-shoo-in-n	shoo-in	n
oewn-shoo-v		
oewn-shoofly_pie-n		
oewn-shoofly-n	shoofly	n
oewn-shook-n	shook	n
oewn-shoot_a_line-v	shoot a line	v
oewn-shoot_craps-v	shoot craps	v
oewn-shoot_down-v	shoot down	v
oewn-shoot_for-v	shoot for	v
oewn-shoot_one-ap-s_mouth_off-v	shoot one's mouth off	v
oewn-shoot_the_breeze-v	shoot the breeze	v
oewn-shoot_up-v	shoot up	v
oewn-shoot--ap-em-up-n	shoot-'em-up	n
oewn-shoot-down-n	shoot-down	n
oewn-shoot-n	shoot	n
oewn-shoot-v	shoot	v
oewn-shooter-n		
oewn-shooting_box-n	shooting box	n
oewn-shooting_brake-n	shooting brake	n
oewn-shooting_gallery-n	shooting gallery	n
oewn-shooting_iron-n	shooting iron	n
oewn-shooting_lodge-n	shooting lodge	n
oewn-shooting_preserve-n	shooting preserve	n
oewn-shooting_range-n	shooting range	n
oewn-shooting_script-n	shooting script	n
oewn-shooting_star-n	shooting star	n
oewn-shooting_stick-n	shooting stick	n
oewn-shooting-n		
oewn-shootout-n		
oewn-shop_assistant-n	shop assistant	n
oewn-shop_at-v	shop at	v
oewn-shop_bell-n	shop bell	n
oewn-shop_boy-n	shop boy	n
oewn-shop_class-n	shop class	n
oewn-shop_clerk-n	shop clerk	n
oewn-shop_floor-n	shop floor	n
oewn-shop_girl-n	shop girl	n
oewn-shop_mechanic-n	shop mechanic	n
oewn-shop_steward-n	shop steward	n
oewn-shop_talk-n	shop talk	n
oewn-shop_window-n	shop window	n
oewn-shop-n		
oewn-shop-v		
oewn-shopaholic-n	shopaholic	n
oewn-shopfront-n	shopfront	n
oewn-shophar-n	shophar	n
oewn-shopkeeper-n	shopkeeper	n
oewn-shoplift-v	shoplift	v
oewn-shoplifter-n	shoplifter	n
oewn-shoplifting-n	shoplifting	n
oewn-shopper-n	shopper	n
oewn-shopping_bag-n	shopping bag	n
oewn-shopping_basket-n	shopping basket	n
oewn-shopping_cart-n	shopping cart	n
oewn-shopping_center-n	shopping center	n
oewn-shopping_centre-n	shopping centre	n
oewn-shopping_list-n	shopping list	n
oewn-shopping_mall-n	shopping mall	n
oewn-shopping-n		
oewn-shopsoiled-a	shopsoiled	a
oewn-shopwalker-n	shopwalker	n
oewn-shopwindow-n	shopwindow	n
oewn-shopworn-a	shopworn	a
oewn-shore_bird-n	shore bird	n
oewn-shore_boulder-n	shore boulder	n
oewn-shore_duty-n	shore duty	n
oewn-shore_leave-n	shore leave	n
oewn-shore_patrol-n	shore patrol	n
oewn-shore_pine-n	shore pine	n
oewn-shore_station-n	shore station	n
oewn-shore_up-v	shore up	v
oewn-shore-n	shore	n
oewn-shore-v	shore	v
oewn-Shorea_teysmanniana-n	Shorea teysmanniana	n
oewn-shorebird-n	shorebird	n
oewn-shoreline-n	shoreline	n
oewn-shoreward-a	shoreward	a
oewn-shoring_up-n	shoring up	n
oewn-shoring-n	shoring	n
oewn-shorn-a		
oewn-short_account-n	short account	n
oewn-short_and_sweet-a	short and sweet	a
oewn-short_aria-n	short aria	n
oewn-short_bone-n	short bone	n
oewn-short_castle-n	short castle	n
oewn-short_castling-n	short castling	n
oewn-short_circuit-n	short circuit	n
oewn-short_covering-n	short covering	n
oewn-short_division-n	short division	n
oewn-short_gastric_artery-n	short gastric artery	n
oewn-short_hundredweight-n	short hundredweight	n
oewn-short_iron-n	short iron	n
oewn-short_letter-n	short letter	n
oewn-short_line-n	short line	n
oewn-short_list-n	short list	n
oewn-short_loin-n	short loin	n
oewn-short_order-n	short order	n
oewn-short_pants-n	short pants	n
oewn-short_ribs-n	short ribs	n
oewn-short_sale-n	short sale	n
oewn-short_saphenous_vein-n	short saphenous vein	n
oewn-short_selling-n	short selling	n
oewn-short_shrift-n		
oewn-short_sleep-n	short sleep	n
oewn-short_sleeve-n	short sleeve	n
oewn-short_story-n	short story	n
oewn-short_subject-n	short subject	n
oewn-short_temper-n	short temper	n
oewn-short_ton-n	short ton	n
oewn-short_vowel-n	short vowel	n
oewn-short_wave-n	short wave	n
oewn-short_whist-n	short whist	n
oewn-short-a		
oewn-Short-ap-s_aster-n	Short's aster	n
oewn-short-beaked-a	short-beaked	a
oewn-short-billed_marsh_wren-n	short-billed marsh wren	n
oewn-short-billed-a	short-billed	a
oewn-short-bodied-a	short-bodied	a
oewn-short-change-v	short-change	v
oewn-short-circuit-v	short-circuit	v
oewn-short-dated-a	short-dated	a
oewn-short-eared-a	short-eared	a
oewn-short-grass-n	short-grass	n
oewn-short-haired-a	short-haired	a
oewn-short-handed-a	short-handed	a
oewn-short-handled-a	short-handled	a
oewn-short-headed-a	short-headed	a
oewn-short-horned_grasshopper-n	short-horned grasshopper	n
oewn-short-leaf_pine-n	short-leaf pine	n
oewn-short-lived-a		
oewn-short-n		
oewn-short-nosed-a	short-nosed	a
oewn-short-order-a	short-order	a
oewn-short-r		
oewn-short-range-a	short-range	a
oewn-short-run-a	short-run	a
oewn-short-snouted-a	short-snouted	a
oewn-short-spurred_fragrant_orchid-n	short-spurred fragrant orchid	n
oewn-short-spurred-a	short-spurred	a
oewn-short-staffed-a	short-staffed	a
oewn-short-stalked-a	short-stalked	a
oewn-short-staple_cotton-n	short-staple cotton	n
oewn-short-stemmed-a	short-stemmed	a
oewn-short-stop_bath-n	short-stop bath	n
oewn-short-stop-n	short-stop	n
oewn-short-tailed_shrew-n	short-tailed shrew	n
oewn-short-tailed-a	short-tailed	a
oewn-short-tempered-a	short-tempered	a
oewn-short-term_liability-n	short-term liability	n
oewn-short-term_memory-n	short-term memory	n
oewn-short-term-a	short-term	a
oewn-short-toed_eagle-n	short-toed eagle	n
oewn-short-v		
oewn-short-winded-a		
oewn-short-winged-a	short-winged	a
oewn-shortage-n	shortage	n
oewn-shortbread_cookie-n	shortbread cookie	n
oewn-shortbread-n	shortbread	n
oewn-shortcake-n	shortcake	n
oewn-shortcoming-n		
oewn-shortcut-n		
oewn-shorten-v		
oewn-shortened-a	shortened	a
oewn-shortener-n		
oewn-shortening-n	shortening	n
oewn-shortfall-n	shortfall	n
oewn-shortfin_mako-n	shortfin mako	n
oewn-shortgrass-n	shortgrass	n
oewn-shorthand_typist-n		
oewn-shorthand-a	shorthand	a
oewn-shorthand-n		
oewn-shorthorn-n	shorthorn	n
oewn-Shortia_galacifolia-n	Shortia galacifolia	n
oewn-shortia-n	shortia	n
oewn-shortish-a	shortish	a
oewn-shortleaf_pine-n	shortleaf pine	n
oewn-shortleaf_yellow_pine-n	shortleaf yellow pine	n
oewn-shortlist-n	shortlist	n
oewn-shortlist-v	shortlist	v
oewn-shortly-r		
oewn-shortness_of_breath-n	shortness of breath	n
oewn-shortness-n	shortness	n
oewn-shorts-n		
oewn-shortsighted-a	shortsighted	a
oewn-shortsightedness-n	shortsightedness	n
oewn-shortstop-n	shortstop	n
oewn-shorttail_weasel-n	shorttail weasel	n
oewn-shortwave_diathermy_machine-n	shortwave diathermy machine	n
oewn-Shoshone-n		
oewn-Shoshonean_language-n	Shoshonean language	n
oewn-Shoshonean-n	Shoshonean	n
oewn-Shoshoni-n	Shoshoni	n
oewn-Shoshonian_language-n	Shoshonian language	n
oewn-Shoshonian-n	Shoshonian	n
oewn-shot_glass-n	shot glass	n
oewn-shot_hole-n	shot hole	n
oewn-shot_metal-n	shot metal	n
oewn-shot_put-n	shot put	n
oewn-shot_putter-n	shot putter	n
oewn-shot_tower-n	shot tower	n
oewn-shot-a	shot	a
oewn-shot-n	shot	n
oewn-shote-n	shote	n
oewn-shotgun_microphone-n	shotgun microphone	n
oewn-shotgun_mike-n	shotgun mike	n
oewn-shotgun_shell-n	shotgun shell	n
oewn-shotgun-n		
oewn-shoulder_bag-n	shoulder bag	n
oewn-shoulder_blade-n	shoulder blade	n
oewn-shoulder_board-n	shoulder board	n
oewn-shoulder_bone-n	shoulder bone	n
oewn-shoulder_cord-n	shoulder cord	n
oewn-shoulder_flash-n	shoulder flash	n
oewn-shoulder_girdle-n	shoulder girdle	n
oewn-shoulder_holster-n	shoulder holster	n
oewn-shoulder_in-v	shoulder in	v
oewn-shoulder_joint-n	shoulder joint	n
oewn-shoulder_mark-n	shoulder mark	n
oewn-shoulder_pad-n	shoulder pad	n
oewn-shoulder_patch-n	shoulder patch	n
oewn-shoulder_strap-n	shoulder strap	n
oewn-shoulder_vise-n	shoulder vise	n
oewn-shoulder-n		
oewn-shoulder-to-shoulder-r	shoulder-to-shoulder	r
oewn-shoulder-v		
oewn-shouldered_arch-n	shouldered arch	n
oewn-shouldered-a	shouldered	a
oewn-shout_down-v	shout down	v
oewn-shout_out-v	shout out	v
oewn-shout-n	shout	n
oewn-shout-out-n	shout-out	n
oewn-shout-v	shout	v
oewn-shouted-a	shouted	a
oewn-shouter-n	shouter	n
oewn-shouting-n		
oewn-shove_along-v	shove along	v
oewn-shove_off-v	shove off	v
oewn-shove-ha-ap-penny-n	shove-ha'penny	n
oewn-shove-halfpenny-n	shove-halfpenny	n
oewn-shove-n		
oewn-shove-v		
oewn-shovel_board-n	shovel board	n
oewn-shovel_hat-n	shovel hat	n
oewn-shovel_in-v	shovel in	v
oewn-shovel-n		
oewn-shovel-v		
oewn-shovelboard-n	shovelboard	n
oewn-shoveler-n	shoveler	n
oewn-shovelful-n	shovelful	n
oewn-shovelhead-n	shovelhead	n
oewn-shoveller-n	shoveller	n
oewn-shovelnose_catfish-n	shovelnose catfish	n
oewn-shover-n	shover	n
oewn-show_bill-n	show bill	n
oewn-show_biz-n	show biz	n
oewn-show_business-n	show business	n
oewn-show_card-n	show card	n
oewn-show_off-v	show off	v
oewn-show_the_door-v	show the door	v
oewn-show_time-n	show time	n
oewn-show_trial-n	show trial	n
oewn-show_up-v	show up	v
oewn-show_window-n	show window	n
oewn-show-n		
oewn-show-off-n	show-off	n
oewn-show-stopper-n	show-stopper	n
oewn-show-v		
oewn-showboat-n		
oewn-showboy-n	showboy	n
oewn-showcase-n		
oewn-showdown-n	showdown	n
oewn-shower_bath-n	shower bath	n
oewn-shower_cap-n	shower cap	n
oewn-shower_curtain-n	shower curtain	n
oewn-shower_down-v	shower down	v
oewn-shower_glove-n	shower glove	n
oewn-shower_mitt-n	shower mitt	n
oewn-shower_room-n	shower room	n
oewn-shower_scrubber-n	shower scrubber	n
oewn-shower_stall-n	shower stall	n
oewn-shower-n-1		
oewn-shower-n-2		
oewn-shower-v		
oewn-showerhead-n	showerhead	n
oewn-showery-a	showery	a
oewn-showgirl-n	showgirl	n
oewn-showily-r	showily	r
oewn-showiness-n	showiness	n
oewn-showing-n		
oewn-showjumping-n	showjumping	n
oewn-showman-n	showman	n
oewn-showmanship-n	showmanship	n
oewn-showperson-n	showperson	n
oewn-showpiece-n	showpiece	n
oewn-showplace-n	showplace	n
oewn-showroom-n		
oewn-showstopper-n	showstopper	n
oewn-showtime-n	showtime	n
oewn-showwoman-n	showwoman	n
oewn-showy_daisy-n	showy daisy	n
oewn-showy_goldenrod-n	showy goldenrod	n
oewn-showy_lady_slipper-n	showy lady slipper	n
oewn-showy_lady-ap-s-slipper-n	showy lady's-slipper	n
oewn-showy_milkweed-n	showy milkweed	n
oewn-showy_orchis-n	showy orchis	n
oewn-showy_sunflower-n	showy sunflower	n
oewn-showy-a		
oewn-shrapnel-n		
oewn-shred-n	shred	n
oewn-shred-v	shred	v
oewn-shredded-a	shredded	a
oewn-shredder-n		
oewn-shrew_mole-n	shrew mole	n
oewn-shrew-n	shrew	n
oewn-shrew-sized-a	shrew-sized	a
oewn-shrewd-a		
oewn-shrewdly-r	shrewdly	r
oewn-shrewdness-n	shrewdness	n
oewn-shrewish-a	shrewish	a
oewn-shrewishly-r	shrewishly	r
oewn-shrewishness-n	shrewishness	n
oewn-shrewmouse-n	shrewmouse	n
oewn-shriek-n		
oewn-shriek-v		
oewn-shrieked-a	shrieked	a
oewn-shrieking-n	shrieking	n
oewn-shrift-n		
oewn-shrike-n		
oewn-shrill-a		
oewn-shrill-v		
oewn-shrilling-n	shrilling	n
oewn-shrillness-n	shrillness	n
oewn-shrilly-r	shrilly	r
oewn-shrimp_butter-n	shrimp butter	n
oewn-shrimp_cocktail-n	shrimp cocktail	n
oewn-shrimp_Newburg-n	shrimp Newburg	n
oewn-shrimp_sauce-n	shrimp sauce	n
oewn-shrimp-fish-n	shrimp-fish	n
oewn-shrimp-n		
oewn-shrimp-v		
oewn-shrimper-n	shrimper	n
oewn-shrimpfish-n	shrimpfish	n
oewn-shrimpy-a		
oewn-shrine-n		
oewn-shrine-v		
oewn-shrink_back-v	shrink back	v
oewn-shrink_from-v	shrink from	v
oewn-shrink-n		
oewn-shrink-v		
oewn-shrink-wrap-n	shrink-wrap	n
oewn-shrink-wrapped_software-n	shrink-wrapped software	n
oewn-shrinkable-a	shrinkable	a
oewn-shrinkage-n	shrinkage	n
oewn-shrinking_violet-n		
oewn-shrinking-n		
oewn-shrinkwrap-v	shrinkwrap	v
oewn-shrive-v		
oewn-shrivel_up-v	shrivel up	v
oewn-shrivel-v		
oewn-shriveled-a	shriveled	a
oewn-shrivelled-a	shrivelled	a
oewn-shroom-n	shroom	n
oewn-shroud-n	shroud	n
oewn-shroud-v	shroud	v
oewn-Shrove_Tuesday-n	Shrove Tuesday	n
oewn-Shrovetide-n	Shrovetide	n
oewn-shrub-n	shrub	n
oewn-shrubbery-n	shrubbery	n
oewn-shrubby_bittersweet-n	shrubby bittersweet	n
oewn-shrubby_penstemon-n	shrubby penstemon	n
oewn-shrubby_St_John-ap-s_wort-n	shrubby St John's wort	n
oewn-shrubby-a		
oewn-shrublet-n	shrublet	n
oewn-shrug_off-v	shrug off	v
oewn-shrug-n		
oewn-shrug-v		
oewn-shrunken-a	shrunken	a
oewn-shtick-n		
oewn-shtickl-n	shtickl	n
oewn-shtik-n	shtik	n
oewn-shtikl-n	shtikl	n
oewn-shtup-n	shtup	n
oewn-Shua-n	Shua	n
oewn-shuck-n		
oewn-shuck-v		
oewn-shucks-n		
oewn-shudder-n		
oewn-shudder-v		
oewn-shuddering-a	shuddering	a
oewn-shudderingly-r	shudderingly	r
oewn-shuddery-a	shuddery	a
oewn-shudra-n	shudra	n
oewn-Shudra-n	Shudra	n
oewn-shuffle-n		
oewn-shuffle-v		
oewn-shuffleboard-n	shuffleboard	n
oewn-shuffler-n	shuffler	n
oewn-shuffling-n		
oewn-shufti-n		
oewn-Shuha_Shinto-n	Shuha Shinto	n
oewn-Shuha-a	Shuha	a
oewn-shumac-n	shumac	n
oewn-Shumard_oak-n	Shumard oak	n
oewn-Shumard_red_oak-n	Shumard red oak	n
oewn-shun_giku-n	shun giku	n
oewn-shun-v		
oewn-shunning-n		
oewn-shunt_circuit-n	shunt circuit	n
oewn-shunt_DC_motor-n	shunt DC motor	n
oewn-shunt_wound_DC_motor-n	shunt wound DC motor	n
oewn-shunt-n		
oewn-shunt-v		
oewn-shunter-n	shunter	n
oewn-shush-v		
oewn-shut_away-v	shut away	v
oewn-shut_down-v	shut down	v
oewn-shut_in-v	shut in	v
oewn-shut_off-v	shut off	v
oewn-shut_one-ap-s_mouth-v	shut one's mouth	v
oewn-shut_out-v	shut out	v
oewn-shut_up-a		
oewn-shut_up-v		
oewn-shut-a	shut	a
oewn-shut-eye-n		
oewn-shut-in-a	shut-in	a
oewn-shut-in-n	shut-in	n
oewn-shut-v	shut	v
oewn-shutdown-n	shutdown	n
oewn-shuteye-n	shuteye	n
oewn-shutout-n	shutout	n
oewn-shutter_telegraph_chain-n	shutter telegraph chain	n
oewn-shutter-n		
oewn-shutter-v		
oewn-shutterbug-n		
oewn-shuttered-a	shuttered	a
oewn-shutting_post-n	shutting post	n
oewn-shutting-n		
oewn-shuttle_bus-n	shuttle bus	n
oewn-shuttle_diplomacy-n	shuttle diplomacy	n
oewn-shuttle_helicopter-n	shuttle helicopter	n
oewn-shuttle-n		
oewn-shuttle-v		
oewn-shuttlecock_fern-n	shuttlecock fern	n
oewn-shuttlecock-n		
oewn-shuttlecock-v		
oewn-shwa-n	shwa	n
oewn-shy_away_from-v	shy away from	v
oewn-shy_person-n	shy person	n
oewn-shy-a		
oewn-shy-n		
oewn-shy-v		
oewn-shylock-n		
oewn-shyly-r	shyly	r
oewn-shyness-n	shyness	n
oewn-shyster-n		
oewn-SI_system-n	SI system	n
oewn-SI_unit-n	SI unit	n
oewn-si-n		
oewn-Si-n		
oewn-SI-n		
oewn-sial-n	sial	n
oewn-sialadenitis-n	sialadenitis	n
oewn-Sialis_lutaria-n	Sialis lutaria	n
oewn-sialolith-n	sialolith	n
oewn-siamang-n	siamang	n
oewn-Siamese_cat-n	Siamese cat	n
oewn-siamese_connection-n	siamese connection	n
oewn-Siamese_twin-n	Siamese twin	n
oewn-Siamese-a	Siamese	a
oewn-siamese-n	siamese	n
oewn-Siamese-n	Siamese	n
oewn-sib-n	sib	n
oewn-Siberian_crab_apple-n	Siberian crab apple	n
oewn-Siberian_crab-n	Siberian crab	n
oewn-Siberian_elm-n	Siberian elm	n
oewn-Siberian_husky-n	Siberian husky	n
oewn-Siberian_larch-n	Siberian larch	n
oewn-Siberian_millet-n	Siberian millet	n
oewn-Siberian_pea_tree-n	Siberian pea tree	n
oewn-Siberian_spruce-n	Siberian spruce	n
oewn-Siberian_wall_flower-n	Siberian wall flower	n
oewn-Siberian-a	Siberian	a
oewn-Siberian-n	Siberian	n
oewn-sibilant_consonant-n	sibilant consonant	n
oewn-sibilant-a		
oewn-sibilant-n		
oewn-sibilate-v	sibilate	v
oewn-sibilation-n	sibilation	n
oewn-Sibine_language-n	Sibine language	n
oewn-Sibine-n	Sibine	n
oewn-Sibley_tent-n	Sibley tent	n
oewn-sibling-n		
oewn-sibyl-n	sibyl	n
oewn-sibyllic-a	sibyllic	a
oewn-sibylline-a		
oewn-sic-r	sic	r
oewn-sic-v	sic	v
oewn-siccative-n	siccative	n
oewn-Sicilian_Mafia-n	Sicilian Mafia	n
oewn-Sicilian_pizza-n	Sicilian pizza	n
oewn-Sicilian-a	Sicilian	a
oewn-Sicilian-n	Sicilian	n
oewn-sick_bag-n	sick bag	n
oewn-sick_bed-n	sick bed	n
oewn-sick_benefit-n	sick benefit	n
oewn-sick_berth-n	sick berth	n
oewn-sick_call-n	sick call	n
oewn-sick_headache-n	sick headache	n
oewn-sick_joke-n	sick joke	n
oewn-sick_leave-n	sick leave	n
oewn-sick_list-n	sick list	n
oewn-sick_of-a	sick of	a
oewn-sick_parade-n	sick parade	n
oewn-sick_pay-n	sick pay	n
oewn-sick_person-n	sick person	n
oewn-sick-a	sick	a
oewn-sick-abed-a	sick-abed	a
oewn-sick-n	sick	n
oewn-sick-v	sick	v
oewn-sickbag-n	sickbag	n
oewn-sickbay-n	sickbay	n
oewn-sickbed-n		
oewn-sicken-v		
oewn-sickening-a		
oewn-sickeningly-r	sickeningly	r
oewn-sickeningness-n	sickeningness	n
oewn-sickish-a	sickish	a
oewn-sickle_alfalfa-n	sickle alfalfa	n
oewn-sickle_cell-n	sickle cell	n
oewn-sickle_feather-n	sickle feather	n
oewn-sickle_lucerne-n	sickle lucerne	n
oewn-sickle_medick-n	sickle medick	n
oewn-sickle-cell_anaemia-n	sickle-cell anaemia	n
oewn-sickle-cell_anemia-n	sickle-cell anemia	n
oewn-sickle-cell_disease-n	sickle-cell disease	n
oewn-sickle-n		
oewn-sickle-shaped-a	sickle-shaped	a
