entityId	languageTag	label	description	typeId	typeLabel	sitelinks	enwikiUrl
Q52413	en	University of Kansas	public research university in Kansas, United States	Q3918	university	43	https://en.wikipedia.org/wiki/University_of_Kansas
Q5242286	en	Dawawa	language	Q34770	language	5	https://en.wikipedia.org/wiki/Dawawa_language
Q5242304	en	Dawera-Daweloor	language	Q34770	language	8	https://en.wikipedia.org/wiki/Dawera-Daweloor_language
Q5246937	en	Tremembé	language	Q34770	language	5	https://en.wikipedia.org/wiki/Trememb%C3%A9_language
Q5249850	en	Dedua	language	Q34770	language	6	https://en.wikipedia.org/wiki/Dedua_language
Q525169	en	Shanghai Jiao Tong University	university in Shanghai, China	Q3918	university	42	https://en.wikipedia.org/wiki/Shanghai_Jiao_Tong_University
Q5251770	en	Degenan	language	Q34770	language	5	https://en.wikipedia.org/wiki/Degenan_language
Q5252754	en	Dek	language	Q34770	language	4	https://en.wikipedia.org/wiki/Dek_language
Q5253046	en	Dela-Oenale	language in Indonesia	Q34770	language	8	https://en.wikipedia.org/wiki/Dela%E2%80%93Oenale_language
Q5254989	en	Dem	language	Q34770	language	9	https://en.wikipedia.org/wiki/Dem_language
Q5256954	en	Dengka	language in Indonesia	Q34770	language	7	https://en.wikipedia.org/wiki/Dengka_language
Q5261289	en	Dera	language	Q34770	language	12	https://en.wikipedia.org/wiki/Dera_language
Q5266	en	Novo Mesto	town in Lower Carniola, Slovenia	Q515	city	70	https://en.wikipedia.org/wiki/Novo_Mesto
Q5268787	en	Dhalandji	language	Q34770	language	6	https://en.wikipedia.org/wiki/Thalanyji_language
Q5268960	en	Dhangu	Australian language	Q34770	language	5	https://en.wikipedia.org/wiki/Dhangu-Djangu_language
Q5268992	en	Dhanki	language	Q34770	language	5	https://en.wikipedia.org/wiki/Dhanki_language
Q5269658	en	Dhodia	language	Q34770	language	7	https://en.wikipedia.org/wiki/Dhodia%E2%80%93Kukna_language
Q5269842	en	Dhudhuroa	Extinct Australian Aboriginal language	Q34770	language	2	https://en.wikipedia.org/wiki/Dhudhuroa_language
Q5272268	en	Dibiyaso	language	Q34770	language	5	https://en.wikipedia.org/wiki/Dibiyaso_language
Q5272321	en	Dicamay Agta	language	Q34770	language	6	https://en.wikipedia.org/wiki/Dicamay_Agta_language
Q5276	en	Altena	town in the district of Märkischer Kreis, North Rhine-Westphalia, Germany	Q515	city	55	https://en.wikipedia.org/wiki/Altena
Q5277140	en	Dima	language	Q34770	language	4	https://en.wikipedia.org/wiki/Dima_language
Q5277406	en	Dimir	language	Q34770	language	4	https://en.wikipedia.org/wiki/Gavak_language
Q527748	en	Koror	city and former capital of Palau	Q515	city	53	https://en.wikipedia.org/wiki/Koror_(city)
Q5278044	en	Dineor	language in Papua	Q34770	language	4	https://en.wikipedia.org/wiki/Dineor_language
Q528231	en	Goldsmiths, University of London	public research university in London, UK	Q3918	university	24	https://en.wikipedia.org/wiki/Goldsmiths,_University_of_London
Q5283765	en	Diuwe	language	Q34770	language	4	https://en.wikipedia.org/wiki/Diuwe_language
Q5284171	en	divine language	concept of a mystical or divine proto-language, which predates and supersedes human speech	Q34770	language	6	https://en.wikipedia.org/wiki/Divine_language
Q52842	en	Kalisz	City with powiat rights of Poland	Q515	city	71	https://en.wikipedia.org/wiki/Kalisz
Q528432	en	Bamenda	city in Cameroon	Q515	city	55	https://en.wikipedia.org/wiki/Bamenda
Q52845	en	Konin	city with powiat rights in the Greater Poland Voivodeship in central Poland	Q515	city	57	https://en.wikipedia.org/wiki/Konin
Q52847	en	European Economic Community	1958–2009 organisation for economic integration, under the EU from 1993	Q43229	organization	86	https://en.wikipedia.org/wiki/European_Economic_Community
Q5284967	en	Dixon Reef	language	Q34770	language	4	https://en.wikipedia.org/wiki/Dixon_Reef_language
Q5285033	en	Dhirari	language	Q34770	language	3	
Q5285185	en	Djabirr-Djabirr	language	Q34770	language	5	https://en.wikipedia.org/wiki/Jabirr_Jabirr_language
Q5285187	en	Djabwurrung	Aboriginal Australian language of the Djab Wurrung people of central Victoria	Q34770	language	3	https://en.wikipedia.org/wiki/Djabwurrung_language
Q5285190	en	Djadjawurrung	Aboriginal Australian language of central Victoria spoken by one of the Kulin groups	Q34770	language	3	https://en.wikipedia.org/wiki/Djadjawurrung_language
Q5285274	en	Djeebbana	language	Q34770	language	6	https://en.wikipedia.org/wiki/Ndj%C3%A9bbana_language
Q5285350	en	Djinang	language	Q34770	language	5	https://en.wikipedia.org/wiki/Djinang_language
Q5285351	en	Djinba	language	Q34770	language	5	https://en.wikipedia.org/wiki/Djinba_language
Q5286517	en	Dobase	language	Q34770	language	4	https://en.wikipedia.org/wiki/Dobase_language
Q5288055	en	Doe	language	Q34770	language	7	https://en.wikipedia.org/wiki/Doe_language
Q5288764	en	Doko	language	Q34770	language	1	https://en.wikipedia.org/wiki/Doko_language_(Bantu)
Q5288841	en	Dolakhae	language	Q34770	language	3	https://en.wikipedia.org/wiki/Dolakha_Newar_language
Q52892	en	Leszno	city with powiat rights of Poland	Q515	city	59	https://en.wikipedia.org/wiki/Leszno
Q5289770	en	Dom	language	Q34770	language	5	https://en.wikipedia.org/wiki/Dom_language
Q5291375	en	Domu	language	Q34770	language	5	https://en.wikipedia.org/wiki/Domu_language
Q5291378	en	Domung	language	Q34770	language	5	https://en.wikipedia.org/wiki/Domung_language
Q5295571	en	Dondo	language	Q34770	language	7	https://en.wikipedia.org/wiki/Dondo_language_(Austronesian)
Q5295991	en	Kenuzi-Dongola	language	Q34770	language	4	
Q5296051	en	Dongwang Tibetan	language	Q34770	language	2	https://en.wikipedia.org/wiki/Dongwang_Tibetan_language
Q5297022	en	Doolboong	language	Q34770	language	5	https://en.wikipedia.org/wiki/Doolboong_language
Q5297532	en	Dorasque	language	Q34770	language	5	https://en.wikipedia.org/wiki/Dorasque_language
Q52981	en	Faenza	Italian city and comune, in the province of Ravenna, Emilia-Romagna	Q515	city	82	https://en.wikipedia.org/wiki/Faenza
Q5298175	en	Doromu	language	Q34770	language	5	https://en.wikipedia.org/wiki/Doromu_language
Q529921	en	Tangale	West Chadic language spoken in Nigeria	Q34770	language	12	https://en.wikipedia.org/wiki/Tangale_language
Q5301	en	TeX	typesetting system	Q9143	programming language	52	https://en.wikipedia.org/wiki/TeX
Q530171	en	Ajman	capital of the emirate of Ajman in the United Arab Emirates	Q515	city	61	https://en.wikipedia.org/wiki/Ajman
Q5302331	en	Doutai	language	Q34770	language	6	https://en.wikipedia.org/wiki/Doutai_language
Q5310448	en	Duau	language	Q34770	language	5	https://en.wikipedia.org/wiki/Duau_language
Q5310792	en	Dubli	language	Q34770	language	6	https://en.wikipedia.org/wiki/Dubli_language
Q53122	en	Pusan National University	university in Busan, South Korea	Q3918	university	23	https://en.wikipedia.org/wiki/Pusan_National_University
Q5313310	en	Dulbu	language	Q34770	language	7	https://en.wikipedia.org/wiki/Dulbu_language
Q5313387	en	Duleri Dogon	language	Q34770	language	3	https://en.wikipedia.org/wiki/Duleri_Dogon
Q5313405	en	Duli	language	Q34770	language	9	https://en.wikipedia.org/wiki/Duli_language
Q5313599	en	Dumagat Agta	language	Q34770	language	8	https://en.wikipedia.org/wiki/Casiguran_Dumagat_Agta
Q5314004	en	Dumun	language	Q34770	language	7	https://en.wikipedia.org/wiki/Dumun_language
Q5314039	en	Duna	Language	Q34770	language	9	https://en.wikipedia.org/wiki/Duna_language
Q5315230	en	Dungu	language	Q34770	language	6	https://en.wikipedia.org/wiki/Dungu_language
Q5315912	en	Dupaningan Agta	language in the Philippines	Q34770	language	9	https://en.wikipedia.org/wiki/Dupaningan_Agta
Q5316627	en	Duriankere	language	Q34770	language	7	https://en.wikipedia.org/wiki/Duriankari_language
Q5316948	en	Dusner	language	Q34770	language	8	https://en.wikipedia.org/wiki/Dusner_language
Q5317647	en	Duwet	Malayo-Polynesian language	Q34770	language	4	https://en.wikipedia.org/wiki/Duwet_language
Q5318651	en	Dyirringany	language	Q34770	language	3	https://en.wikipedia.org/wiki/Dyirringany_language
Q5319619	en	Dzamba	language	Q34770	language	4	https://en.wikipedia.org/wiki/Zamba_language
Q5319622	en	Dzando	language	Q34770	language	4	https://en.wikipedia.org/wiki/Dzando_language
Q5320028	en	Dzubukuá	Kariri language	Q34770	language	4	https://en.wikipedia.org/wiki/Dzubuku%C3%A1_language
Q53268	en	Toyota	Japanese multinational automotive manufacturer	Q43229	organization	151	https://en.wikipedia.org/wiki/Toyota
Q5328200	en	East Damar	language in Indonesia	Q34770	language	9	https://en.wikipedia.org/wiki/East_Damar_language
Q532822	en	University of Sassari	university in Sassari, Italy	Q3918	university	20	https://en.wikipedia.org/wiki/University_of_Sassari
Q5329945	en	Eastern Acipa	Eastern Acipa language	Q34770	language	9	https://en.wikipedia.org/wiki/Eastern_Acipa_language
Q5330240	en	Eastern Kadazan	language	Q34770	language	10	https://en.wikipedia.org/wiki/Eastern_Kadazan_language
Q5330342	en	Eastern Ojibwa	language	Q34770	language	6	https://en.wikipedia.org/wiki/Eastern_Ojibwa_language
Q5330355	en	Eastern Oromo	language	Q34770	language	6	https://en.wikipedia.org/wiki/Eastern_Oromo_language
Q5330379	en	Eastern Peripheral Nahuatl	language	Q34770	language	5	https://en.wikipedia.org/wiki/Eastern_Peripheral_Nahuatl
Q5330390	en	Eastern Pwo	Karenic language	Q34770	language	12	https://en.wikipedia.org/wiki/Eastern_Pwo_language
Q53386731	en	Kinikinao	language	Q34770	language	0	
Q5340184	en	Edolo	Papuan language of Papua New Guinea	Q34770	language	6	https://en.wikipedia.org/wiki/Edolo_language
Q534409	en	Keren	city in Eritrea	Q515	city	52	https://en.wikipedia.org/wiki/Keren,_Eritrea
Q534515	en	University of Indonesia	national university in Jakarta, Indonesia	Q3918	university	43	https://en.wikipedia.org/wiki/University_of_Indonesia
Q534643	en	University of the Witwatersrand	public research university in Johannesburg, South Africa	Q3918	university	44	https://en.wikipedia.org/wiki/University_of_the_Witwatersrand
Q53482453	en	Metlatónoc Mixtec	language	Q34770	language	1	
Q5349839	en	Eipo	language	Q34770	language	8	https://en.wikipedia.org/wiki/Eipo_language
Q5350030	en	Eitiep	language	Q34770	language	4	https://en.wikipedia.org/wiki/Eitiep_language
Q5350265	en	Eka	language	Q34770	language	4	https://en.wikipedia.org/wiki/Eka_language
Q5350305	en	Ekari	language	Q34770	language	13	https://en.wikipedia.org/wiki/Ekari_language
Q5350418	en	Eki	language	Q34770	language	7	https://en.wikipedia.org/wiki/Eki_language
Q5350733	en	El Alto Zapotec	language	Q34770	language	6	https://en.wikipedia.org/wiki/El_Alto_Zapotec
Q5351410	en	El Hugeirat	language	Q34770	language	6	https://en.wikipedia.org/wiki/El_Hugeirat_language
Q53575940	en	Gyalsumdo	language	Q34770	language	1	https://en.wikipedia.org/wiki/Gyalsumdo_language
Q5359444	en	Elepi	language	Q34770	language	4	https://en.wikipedia.org/wiki/Elepi_language
Q5359560	en	Kakataibo	language	Q34770	language	11	https://en.wikipedia.org/wiki/Kashibo_language
Q5362035	en	Elixir	programming language	Q9143	programming language	30	https://en.wikipedia.org/wiki/Elixir_(programming_language)
Q536280	en	National University of Laos	public university in Laos	Q3918	university	23	https://en.wikipedia.org/wiki/National_University_of_Laos
Q5364172	en	Suri	language	Q34770	language	13	https://en.wikipedia.org/wiki/Suri_language
Q5364210	en	Elkei	language	Q34770	language	4	https://en.wikipedia.org/wiki/Elkei_language
Q5364419	en	Early Modern Spanish	variety of Spanish used in the sixteenth and seventeenth centuries	Q34770	language	10	https://en.wikipedia.org/wiki/Early_Modern_Spanish
Q5364424	en	Baleesi	Surmic language spoken in Ethiopia and South Sudan	Q34770	language	9	https://en.wikipedia.org/wiki/Baale_language
Q5367223	en	Elotepec Zapotec	language	Q34770	language	6	https://en.wikipedia.org/wiki/Elotepec_Zapotec
Q5368975	en	Eman	language	Q34770	language	5	https://en.wikipedia.org/wiki/Eman_language
Q5369424	en	Embaloh	indigenous language spoken by Embaloh people native to Embaloh regions (Embaloh Hilir, Embaloh Hulu, and Nanga Embaloh) in West Kalimantan	Q34770	language	13	https://en.wikipedia.org/wiki/Embaloh_language
Q5370369	en	Emem	language	Q34770	language	10	https://en.wikipedia.org/wiki/Emem_language
Q5372139	en	Nonuya	language	Q34770	language	7	https://en.wikipedia.org/wiki/Nonuya_language
Q5374265	en	Emplawas	language	Q34770	language	8	https://en.wikipedia.org/wiki/Emplawas_language
Q53765528	en	Mongghul	variety of Monguor	Q34770	language	0	
Q53766256	en	Hwela	language	Q34770	language	0	
Q5380858	en	Enu	language spoken in China	Q34770	language	7	https://en.wikipedia.org/wiki/Enu_language
Q5381447	en	Enwang-Uda	language	Q34770	language	4	https://en.wikipedia.org/wiki/Enwang-Uda_language
Q5381452	en	Enya	language	Q34770	language	4	https://en.wikipedia.org/wiki/Enya_language
Q538364	en	Binumarien	language	Q34770	language	8	https://en.wikipedia.org/wiki/Binumarien_language
Q538452	en	Babeș-Bolyai University	university in Romania	Q3918	university	32	https://en.wikipedia.org/wiki/Babe%C8%99-Bolyai_University
Q5385061	en	Eravallan	language	Q34770	language	8	https://en.wikipedia.org/wiki/Eravallan_language
Q5388365	en	Erie	Iroquoian language	Q34770	language	8	https://en.wikipedia.org/wiki/Erie_language
Q539268	en	Inform	programming language and design system for interactive fiction	Q9143	programming language	15	https://en.wikipedia.org/wiki/Inform
Q5393974	en	Jorá	language	Q34770	language	3	https://en.wikipedia.org/wiki/Jor%C3%A1_language
Q5395296	en	Erokwanas	Austronesian language	Q34770	language	6	https://en.wikipedia.org/wiki/Erokwanas_language
Q5395662	en	Língua Geral	group of languages	Q34770	language	16	https://en.wikipedia.org/wiki/General_Language
Q5397551	en	Ese	language	Q34770	language	5	https://en.wikipedia.org/wiki/Ese_language
Q5401071	en	Estetla Mixtec	language	Q34770	language	2	https://en.wikipedia.org/wiki/Estetla_Mixtec
Q540672	en	Auburn University	public university in Auburn, Alabama, United States	Q3918	university	34	https://en.wikipedia.org/wiki/Auburn_University
Q540844	en	Aghdam	city in Azerbaijan, administrative centre of the Aghdam District	Q515	city	59	https://en.wikipedia.org/wiki/Aghdam
Q5414796	en	Dholuo	dialect of the Luo spoken in Kenya and Tanzania	Q34770	language	34	https://en.wikipedia.org/wiki/Dholuo
Q541548	en	University of Neuchâtel	French-speaking university based in Neuchâtel, Switzerland	Q3918	university	30	https://en.wikipedia.org/wiki/University_of_Neuch%C3%A2tel
Q5418860	en	Ewage	language	Q34770	language	6	https://en.wikipedia.org/wiki/Ewage_language
Q542564	en	Rawang	Sino-Tibetan language	Q34770	language	11	https://en.wikipedia.org/wiki/Rawang_language
Q54274	en	Pirates of the Caribbean: At World's End	2007 film directed by Gore Verbinski	Q11424	film	84	https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End
Q54312860	en	Kabatei	language	Q34770	language	1	
Q5433811	en	Fang	African language native to Cameroon	Q34770	language	4	https://en.wikipedia.org/wiki/Fang_language_(Cameroon)
Q5439113	en	Fayu	language	Q34770	language	8	https://en.wikipedia.org/wiki/Fayu_language
Q5443742	en	Fer	language	Q34770	language	9	https://en.wikipedia.org/wiki/Fer_language
Q5446130	en	Feyli dialect		Q34770	language	7	https://en.wikipedia.org/wiki/Feyli_dialect
Q5449202	en	Filomeno Mata Totonac	language	Q34770	language	5	https://en.wikipedia.org/wiki/Filomeno_Mata_Totonac
Q544927	en	Limbo	programming language	Q9143	programming language	17	https://en.wikipedia.org/wiki/Limbo_(programming_language)
Q54548740	en	Kanan	Sino-Tibetan language spoken in Myanmar	Q34770	language	1	https://en.wikipedia.org/wiki/Ganan_language
Q5456292	en	Fiwaga	language	Q34770	language	6	https://en.wikipedia.org/wiki/Fiwaga_language
Q546	en	Trieste	city and seaport in northeastern Italy	Q515	city	134	https://en.wikipedia.org/wiki/Trieste
Q5460	en	Stellenbosch	town in the Western Cape, South Africa	Q515	city	52	https://en.wikipedia.org/wiki/Stellenbosch
Q5463819	en	Foau	language	Q34770	language	8	https://en.wikipedia.org/wiki/Abawiri
Q5464146	en	Foi	language	Q34770	language	6	https://en.wikipedia.org/wiki/Foi_language
Q5464843	en	Folopa	language	Q34770	language	7	https://en.wikipedia.org/wiki/Folopa_language
Q5464911	en	Foma	language	Q34770	language	3	https://en.wikipedia.org/wiki/Foma_language
Q5465566	en	Foodo	language	Q34770	language	11	https://en.wikipedia.org/wiki/Foodo_language
Q5467173	en	Forak	language	Q34770	language	5	https://en.wikipedia.org/wiki/Forak_language
Q5468	en	Durban	city in KwaZulu-Natal, South Africa	Q515	city	134	https://en.wikipedia.org/wiki/Durban
Q5468035	en	Fordata	language	Q34770	language	7	https://en.wikipedia.org/wiki/Fordata_language
Q546976	en	University of Surrey	public research university located within the county town of Guildford, Surrey	Q3918	university	33	https://en.wikipedia.org/wiki/University_of_Surrey
Q5473983	en	Foto	language	Q34770	language	2	https://en.wikipedia.org/wiki/Foto_language
Q54743	en	Alingsås	urban area in Alingsås Municipality, Sweden	Q515	city	51	https://en.wikipedia.org/wiki/Alings%C3%A5s
Q5475	en	Treviso	comune in Veneto, Italy	Q515	city	104	https://en.wikipedia.org/wiki/Treviso
Q54766	en	Falkenberg	urban area in Falkenberg Municipality, Sweden	Q515	city	53	https://en.wikipedia.org/wiki/Falkenberg
Q547867	en	National and Kapodistrian University of Athens	university in Athens, Greece	Q3918	university	51	https://en.wikipedia.org/wiki/National_and_Kapodistrian_University_of_Athens
Q5480718	en	Maya	language of Brazil	Q34770	language	1	
Q54841654	en	Kapong	language	Q34770	language	10	https://en.wikipedia.org/wiki/Kap%C3%B3ng_language
Q548441	en	Portugalete	human settlement in Greater Bilbao, Biscay, Basque Country, Spain	Q515	city	52	https://en.wikipedia.org/wiki/Portugalete
Q54879035	en	Franco-Italian	medieval hybrid variety of written Old French and Italian	Q34770	language	6	https://en.wikipedia.org/wiki/Franco-Italian
